palabra,sentimiento,emocion
parodia,neutro,neutro
espectro,negativo,miedo
cuchara,neutro,neutro
cucharada,neutro,neutro
esporádico,neutro,neutro
espora,neutro,neutro
deporte,neutro,neutro
deportivo,neutro,neutro
Deportes,neutro,neutro
deportista,neutro,neutro
lugar,neutro,neutro
inmaculado,positivo,confianza
manchado,neutro,neutro
manchado,neutro,neutro
cónyuge,neutro,neutro
esposa,positivo,alegria
canalón,neutro,neutro
esguince,negativo,tristeza
extensión,neutro,neutro
rociar,neutro,neutro
untado,neutro,neutro
juerga,negativo,neutro
aspersión,neutro,neutro
duende,negativo,miedo
brote,neutro,neutro
abeto,positivo,neutro
estimular,neutro,miedo
espurio,negativo,disgusto
espoleado,neutro,neutro
esfuerzo supremo,neutro,neutro
espiar,neutro,neutro
equipo,neutro,neutro
escuadrón,neutro,neutro
chubasco,negativo,miedo
escamoso,neutro,neutro
cuadrado,neutro,neutro
ponerse en cuclillas,neutro,neutro
colono usurpador,negativo,neutro
chirrido,neutro,neutro
chillido,neutro,neutro
delicado,negativo,disgusto
estrujar,neutro,neutro
apretando,neutro,neutro
aplastar,negativo,enfado
estrabismo,neutro,neutro
escudero,neutro,neutro
retorcerse,negativo,disgusto
ardilla,neutro,neutro
chorro,neutro,neutro
puñalada,negativo,enfado
estabilidad,neutro,neutro
estable,positivo,confianza
staccato,positivo,neutro
pila,neutro,neutro
personal,neutro,neutro
ciervo,neutro,neutro
escenario,neutro,neutro
tambalear,neutro,sorpresa
asombroso,negativo,neutro
estancado,negativo,tristeza
estancamiento,neutro,neutro
serio,neutro,neutro
mancha,negativo,disgusto
inoxidable,positivo,neutro
escalera,neutro,neutro
escalera,neutro,neutro
escalera,neutro,neutro
apostar,neutro,neutro
duro,negativo,neutro
estancamiento,neutro,enfado
acechar,negativo,miedo
parar,neutro,disgusto
semental,positivo,neutro
establos,neutro,neutro
leal,positivo,neutro
aguante,positivo,confianza
estampilla,neutro,neutro
pararse,neutro,neutro
estándar,neutro,neutro
estandarizar,neutro,neutro
de pie,positivo,neutro
punto muerto,negativo,enfado
punto de vista,neutro,neutro
parada,negativo,enfado
estrofa,neutro,neutro
grapa,neutro,neutro
estrella,positivo,anticipacion
estribor,neutro,neutro
almidón,neutro,neutro
mirar fijamente,neutro,neutro
curioso,negativo,neutro
rígido,negativo,confianza
luz de las estrellas,positivo,neutro
estrellado,positivo,anticipacion
estrellas,neutro,neutro
comienzo,neutro,anticipacion
asustar,negativo,miedo
alarmante,neutro,sorpresa
inanición,negativo,miedo
famélico,negativo,neutro
morirse de hambre,negativo,neutro
estado,neutro,neutro
majestuoso,positivo,neutro
declaración,positivo,confianza
camarote,neutro,neutro
estadista,neutro,neutro
estático,neutro,neutro
estática,neutro,neutro
estación,neutro,neutro
estacionario,negativo,neutro
papelería,neutro,neutro
estadístico,neutro,confianza
estadístico,neutro,neutro
estator,neutro,neutro
estatuaria,neutro,neutro
estatua,positivo,neutro
estatuilla,neutro,neutro
estatura,neutro,neutro
estado,positivo,neutro
estatuto,neutro,neutro
estatutario,neutro,neutro
firme,positivo,neutro
duela,negativo,neutro
Quédate,neutro,neutro
permaneció,neutro,neutro
corsé,neutro,neutro
lugar,neutro,neutro
firme,positivo,confianza
firme,neutro,sorpresa
robar,negativo,enfado
robando,negativo,disgusto
sigilo,neutro,sorpresa
a hurtadillas,neutro,sorpresa
cauteloso,negativo,anticipacion
buque de vapor,neutro,neutro
buque de vapor,neutro,neutro
aplanadora,neutro,neutro
buque de vapor,neutro,neutro
lleno de vapor,neutro,neutro
acero,neutro,neutro
empinado,neutro,neutro
campanario,neutro,neutro
dirigir,neutro,neutro
estelar,positivo,neutro
provenir,neutro,neutro
hedor,neutro,neutro
plantilla,neutro,neutro
paso,neutro,neutro
estepa,neutro,neutro
pasos,neutro,neutro
estereoscópico,neutro,neutro
estereotipo,negativo,neutro
esteriotipado,negativo,neutro
estéril,negativo,tristeza
esterilidad,negativo,neutro
libra esterlina,negativo,enfado
popa,negativo,neutro
estetoscopio,neutro,neutro
guiso,neutro,neutro
mayordomo,positivo,confianza
administración,neutro,neutro
palo,neutro,neutro
pega,neutro,neutro
pegajoso,neutro,disgusto
tieso,negativo,neutro
endurecer,neutro,neutro
rigidez,negativo,neutro
sofocar,negativo,neutro
sofocado,negativo,enfado
sofocante,neutro,neutro
estigma,negativo,enfado
escalera para pasar una cerca,neutro,neutro
estilete,neutro,neutro
nacido muerto,negativo,tristeza
quietud,positivo,miedo
zancos,neutro,neutro
estimulante,neutro,neutro
estímulo,neutro,neutro
estímulo,neutro,neutro
picadura,negativo,enfado
escozor,negativo,neutro
tacaño,negativo,enfado
hedor,negativo,disgusto
maloliente,negativo,disgusto
escatimar,negativo,miedo
estipular,neutro,neutro
estipulación,neutro,neutro
remover,neutro,neutro
emocionante,neutro,neutro
puntada,neutro,neutro
Valores,neutro,neutro
corredor de valores,neutro,neutro
media,neutro,neutro
cepo,negativo,neutro
robó,neutro,neutro
robado,negativo,enfado
estómago,neutro,disgusto
piedra,negativo,enfado
drogado,negativo,neutro
gres,neutro,neutro
pedregoso,neutro,neutro
heces,neutro,neutro
taburetes,negativo,disgusto
agacharse,neutro,neutro
deténgase,neutro,neutro
paro,negativo,neutro
tapón,neutro,neutro
parada,neutro,neutro
cronógrafo,neutro,neutro
almacenamiento,neutro,neutro
Tienda,positivo,anticipacion
almacén,neutro,neutro
almacenar,neutro,neutro
tormenta,negativo,enfado
asalto,neutro,enfado
Tormentoso,negativo,miedo
historia,neutro,neutro
cerveza negra,neutro,neutro
estufa,neutro,neutro
estibar,neutro,neutro
montar a horcajadas,neutro,neutro
enderezar,neutro,neutro
directo,positivo,confianza
directamente,neutro,neutro
tenso,negativo,enfado
estrecho,neutro,neutro
estrecheces,negativo,miedo
hebra,neutro,neutro
varado,negativo,neutro
extraño,negativo,miedo
estrangular,negativo,enfado
Correa,neutro,neutro
fornido,neutro,neutro
Estratos,neutro,neutro
estratégico,positivo,neutro
estratega,positivo,anticipacion
estrategia,neutro,neutro
estratificación,neutro,neutro
estrato,neutro,neutro
estrato,neutro,neutro
Paja,neutro,neutro
extraviado,negativo,neutro
trazo,neutro,neutro
rayado,neutro,neutro
corriente,neutro,neutro
serpentina,neutro,neutro
transmisión,neutro,neutro
calle,neutro,neutro
fuerza,positivo,confianza
fortalecer,positivo,neutro
fortalecimiento,positivo,alegria
agotador,neutro,neutro
estrés,negativo,neutro
tramo,neutro,neutro
camilla,neutro,miedo
afligido,neutro,tristeza
paso,neutro,neutro
lucha,negativo,enfado
Huelga,negativo,enfado
sorprendentes,positivo,neutro
sorprendentemente,positivo,neutro
cuerda,neutro,neutro
fibroso,neutro,neutro
banda,negativo,tristeza
raya,negativo,neutro
despojado,negativo,enfado
luchar,neutro,anticipacion
luz estroboscópica,neutro,neutro
carrera,negativo,miedo
paseo,neutro,neutro
fortaleza,neutro,neutro
fuertemente,positivo,neutro
estructural,neutro,confianza
estructura,positivo,confianza
dificil,negativo,enfado
puntal,negativo,neutro
rastrojo,neutro,neutro
testarudez,neutro,neutro
achaparrado,neutro,neutro
estuco,neutro,neutro
atascado,neutro,neutro
semental,positivo,neutro
tachonado,neutro,neutro
alumno,neutro,neutro
estudió,neutro,neutro
estudio,neutro,neutro
estudiar,positivo,neutro
cosas,neutro,neutro
Relleno,neutro,neutro
cargado,negativo,neutro
tropezón,negativo,neutro
tocón,neutro,neutro
aturdido,negativo,miedo
truco,neutro,neutro
enano,negativo,neutro
estupendo,neutro,neutro
tonto,negativo,neutro
estupidez,negativo,neutro
estupor,negativo,neutro
robusto,positivo,neutro
esturión,neutro,neutro
tartamudear,neutro,neutro
orzuelo,negativo,disgusto
estilo,neutro,neutro
elegante,neutro,neutro
subatómico,neutro,neutro
subcomisión,neutro,neutro
subconsciente,neutro,neutro
subcutáneo,neutro,neutro
subdividir,neutro,neutro
subdivisión,neutro,neutro
subducción,neutro,neutro
dominar,negativo,neutro
sometido,neutro,neutro
súbito,neutro,sorpresa
tema,negativo,neutro
sometido,negativo,tristeza
sujeción,negativo,neutro
subjetivo,neutro,neutro
subyugación,negativo,enfado
sublimación,positivo,alegria
subliminal,neutro,neutro
submarino,neutro,neutro
sumergido,neutro,neutro
sumergible,neutro,neutro
envío,neutro,neutro
enviar,neutro,anticipacion
subordinar,negativo,miedo
subordinación,neutro,neutro
subtrama,neutro,neutro
citación,negativo,neutro
suscribir,neutro,anticipacion
suscripción,neutro,neutro
subsecuencia,neutro,neutro
subsecuente,neutro,neutro
después,neutro,neutro
subconjunto,neutro,neutro
disminuir,neutro,neutro
hundimiento,negativo,tristeza
subsidiario,neutro,neutro
subvencionar,neutro,neutro
subvención,negativo,enfado
subsistir,negativo,neutro
subsistencia,neutro,neutro
subsuelo,neutro,neutro
sustancia,positivo,neutro
sustancialmente,neutro,neutro
justificar,neutro,confianza
sustantivo,positivo,neutro
sustituto,neutro,neutro
sustituido,neutro,neutro
sustitución,neutro,neutro
infraestructura,neutro,neutro
subterráneo,neutro,neutro
sutil,neutro,neutro
sutileza,neutro,neutro
sustraer,negativo,neutro
sustracción,neutro,neutro
subtipo,neutro,neutro
suburbio,neutro,neutro
suburbano,neutro,neutro
afueras,neutro,neutro
subversión,negativo,enfado
subversivo,negativo,enfado
subvertir,negativo,disgusto
subterraneo,neutro,neutro
triunfar,positivo,anticipacion
subsiguiente,positivo,anticipacion
éxito,positivo,anticipacion
exitoso,positivo,anticipacion
sucesión,neutro,neutro
sucesivo,neutro,neutro
sucesor,neutro,neutro
sucinto,positivo,neutro
suculento,negativo,neutro
sucumbir,negativo,neutro
chupar,negativo,neutro
ventosa,negativo,enfado
succión,neutro,neutro
mamón,neutro,neutro
succión,neutro,neutro
repentino,neutro,sorpresa
de repente,neutro,sorpresa
demandar,negativo,enfado
sufrir,negativo,neutro
víctima,negativo,miedo
sufrimiento,negativo,disgusto
satisfacer,neutro,neutro
suficiencia,positivo,neutro
suficiente,neutro,neutro
suficientemente,neutro,neutro
sufijo,neutro,neutro
sofocante,negativo,disgusto
asfixia,negativo,enfado
azúcar,positivo,neutro
sugerir,neutro,confianza
sugerencia,neutro,neutro
sugestivo,neutro,neutro
suicida,negativo,enfado
suicidio,negativo,enfado
traje,neutro,neutro
apropiado,positivo,neutro
suite,neutro,neutro
pretendiente,neutro,neutro
hosco,negativo,enfado
azufre,neutro,neutro
sultán,neutro,miedo
bochornoso,positivo,neutro
suma,neutro,neutro
sumariamente,neutro,neutro
resumir,neutro,neutro
resumen,neutro,neutro
suma,neutro,neutro
el verano,neutro,neutro
cumbre,neutro,neutro
convocar,neutro,neutro
citación,negativo,neutro
sumo,neutro,neutro
sumidero,neutro,disgusto
suntuoso,neutro,neutro
sol,positivo,anticipacion
rayo de sol,neutro,neutro
reloj de sol,neutro,anticipacion
puesta del sol,neutro,neutro
diversos,neutro,neutro
gafas de sol,neutro,neutro
Gafas de sol,neutro,neutro
hundido,negativo,disgusto
sin sol,neutro,neutro
luz de sol,neutro,neutro
soleado,positivo,anticipacion
amanecer,neutro,neutro
puesta de sol,positivo,anticipacion
Brillo Solar,positivo,alegria
jubilación,neutro,neutro
magnífico,positivo,neutro
superficial,negativo,neutro
superfluo,negativo,neutro
sobrehumano,positivo,neutro
superpuesto,neutro,neutro
superintendente,neutro,neutro
superior,positivo,neutro
superioridad,positivo,neutro
superlativo,neutro,neutro
superhombre,positivo,alegria
supermercado,neutro,neutro
flotante,neutro,neutro
sobrenatural,neutro,neutro
superposición,neutro,neutro
reemplazar,neutro,neutro
superestrella,positivo,alegria
superstición,negativo,miedo
supersticioso,negativo,anticipacion
supervisar,neutro,neutro
supervisión,neutro,neutro
supervisor,neutro,neutro
cena,neutro,neutro
suplantar,neutro,neutro
flexible,neutro,neutro
suplemento,neutro,neutro
hecho suplementario,neutro,neutro
suplementario,neutro,neutro
súplica,positivo,confianza
suministros,positivo,neutro
suministro,positivo,neutro
soportado,positivo,neutro
seguidor,positivo,alegria
partidarios,neutro,neutro
secundario,positivo,confianza
suponer,neutro,neutro
suponiendo que,neutro,neutro
suposición,neutro,neutro
reprimir,negativo,enfado
supresión,negativo,enfado
supremacía,negativo,enfado
supremo,positivo,neutro
supremamente,positivo,neutro
recargo,negativo,enfado
garantía,positivo,confianza
navegar,neutro,neutro
superficie,neutro,neutro
sobretensión,neutro,sorpresa
cirujano,neutro,neutro
cirugía,neutro,miedo
hosco,negativo,enfado
conjetura,positivo,neutro
apellido,neutro,neutro
incomparable,positivo,neutro
superávit,neutro,neutro
sorpresa,positivo,miedo
sorprendido,neutro,sorpresa
sorprendente,neutro,sorpresa
asombrosamente,neutro,anticipacion
Rendición,negativo,miedo
rendirse,negativo,tristeza
sustituto,neutro,confianza
rodear,negativo,anticipacion
rodeando,neutro,neutro
alrededores,neutro,neutro
vigilancia,neutro,miedo
encuesta,neutro,neutro
agrimensura,positivo,neutro
topógrafo,neutro,neutro
supervivencia,neutro,neutro
sobrevivir,positivo,neutro
sobreviviente,neutro,neutro
susceptibilidad,neutro,neutro
susceptible,negativo,neutro
sospechar,negativo,miedo
sospechoso,neutro,neutro
suspender,neutro,neutro
suspendido,neutro,neutro
tirantes,neutro,neutro
suspenso,neutro,anticipacion
suspensión,negativo,miedo
sospecha,negativo,miedo
sospechas,neutro,neutro
sospechoso,negativo,enfado
sostenido,neutro,neutro
sustento,neutro,neutro
sutura,neutro,neutro
torunda,negativo,neutro
estilo,neutro,neutro
pavonearse,neutro,neutro
tragar,neutro,neutro
pantano,negativo,disgusto
inundado,neutro,neutro
pantanoso,negativo,disgusto
cisne,neutro,neutro
intercambio,neutro,neutro
enjambre,neutro,disgusto
enjambre,neutro,neutro
esvástica,negativo,enfado
influencia,neutro,neutro
jurar,positivo,confianza
jurando,neutro,neutro
sudor,neutro,miedo
suéter,neutro,neutro
transpiración,neutro,neutro
barrer,neutro,neutro
barriendo,neutro,neutro
dulce,positivo,anticipacion
endulzar,neutro,neutro
endulzado,neutro,neutro
edulcorante,neutro,neutro
cariño,positivo,anticipacion
cariño,positivo,neutro
dulzura,positivo,neutro
dulces,positivo,anticipacion
hinchar,neutro,neutro
hinchazón,negativo,miedo
sofocante,neutro,neutro
viraje,neutro,miedo
rápido,positivo,neutro
rápidamente,neutro,neutro
trago,negativo,disgusto
nadar,positivo,anticipacion
natación,neutro,neutro
cerdo,negativo,disgusto
ritmo,neutro,neutro
balanceo,neutro,neutro
silbido,neutro,neutro
cambiar,neutro,neutro
girar,neutro,neutro
hinchado,negativo,neutro
desmayo,neutro,neutro
redada,neutro,neutro
espada,neutro,neutro
sílaba,neutro,neutro
silaba,neutro,neutro
símbolo,neutro,neutro
simbólico,positivo,neutro
simbólicamente,neutro,neutro
simbolismo,neutro,neutro
simbolizar,neutro,neutro
simétrico,neutro,neutro
simétrico,positivo,neutro
simetría,positivo,alegria
simpático,positivo,miedo
compadecerse,neutro,tristeza
compasión,positivo,tristeza
sinfonía,positivo,anticipacion
síntoma,negativo,neutro
sintomático,neutro,neutro
sinagoga,neutro,neutro
sincronizar,positivo,anticipacion
sincrónico,neutro,neutro
síncope,negativo,miedo
sindicato,neutro,neutro
sinérgico,positivo,confianza
sinergia,neutro,neutro
sínodo,positivo,confianza
sinónimo,neutro,neutro
sinónimo,negativo,miedo
sinopsis,neutro,neutro
sinóptico,neutro,neutro
sintaxis,neutro,neutro
síntesis,neutro,neutro
sintético,neutro,neutro
jeringuilla,neutro,miedo
jarabe,neutro,neutro
sistema,neutro,confianza
sistemático,neutro,neutro
sistemáticamente,neutro,neutro
atigrado,neutro,neutro
tabernáculo,neutro,neutro
mesa,neutro,neutro
cuadro,neutro,neutro
cucharada,neutro,neutro
tableta,neutro,neutro
vajilla,neutro,neutro
tabú,negativo,disgusto
tabular,neutro,neutro
tabular,neutro,anticipacion
tabulación,neutro,neutro
tacómetro,neutro,neutro
tácito,neutro,neutro
virar,neutro,neutro
abordar,neutro,enfado
abordar,neutro,neutro
pegajoso,neutro,neutro
tacto,positivo,neutro
táctica,neutro,miedo
táctil,neutro,neutro
tafetán,neutro,neutro
caramelo,neutro,neutro
etiqueta,neutro,neutro
cola,neutro,neutro
cola,neutro,neutro
relaves,neutro,neutro
Sastre,neutro,neutro
sastrería,neutro,neutro
mancha,negativo,tristeza
tomador,neutro,neutro
cuento,positivo,neutro
talento,positivo,neutro
talentoso,neutro,neutro
talismán,positivo,neutro
hablar,positivo,neutro
hablador,neutro,neutro
hablador,neutro,neutro
alto,neutro,neutro
cuentas,neutro,neutro
sebo,neutro,neutro
cuenta,neutro,neutro
garras,negativo,enfado
pandereta,neutro,neutro
domadura,neutro,neutro
broncearse,neutro,neutro
tándem,neutro,confianza
Espiga,neutro,neutro
tangente,neutro,neutro
enredo,neutro,neutro
enredado,negativo,neutro
tanque,neutro,neutro
bronceado,positivo,neutro
tentador,negativo,anticipacion
equivalente,neutro,confianza
tocar,neutro,neutro
cinta,neutro,neutro
afilar,neutro,neutro
estrechándose,neutro,neutro
tapiz,neutro,neutro
alquitrán,neutro,neutro
tardanza,negativo,neutro
tardío,negativo,neutro
objetivo,neutro,neutro
arancel,negativo,enfado
deslustre,negativo,disgusto
alquitranado,negativo,neutro
tarta,neutro,neutro
tartán,neutro,neutro
sarro,neutro,neutro
tarea,positivo,neutro
borla,neutro,neutro
gusto,neutro,neutro
de buen gusto,positivo,neutro
insípido,negativo,disgusto
saboreo,neutro,neutro
sabroso,positivo,neutro
hacer encaje,neutro,neutro
tatuaje,neutro,neutro
enseñó,neutro,confianza
pulla,negativo,enfado
tenso,neutro,neutro
taberna,neutro,neutro
leonado,neutro,disgusto
impuesto,negativo,tristeza
Taxi,neutro,neutro
taxonomía,neutro,neutro
té,neutro,neutro
enseñar,positivo,alegria
profesor,positivo,confianza
enseñando,neutro,neutro
equipo,neutro,confianza
lloroso,neutro,disgusto
fastidiar,negativo,enfado
rompecabezas,neutro,neutro
broma,negativo,enfado
pezón,neutro,neutro
técnico,neutro,neutro
tecnicismo,neutro,neutro
técnico,neutro,neutro
tecnología,positivo,neutro
ted,neutro,neutro
tedioso,negativo,neutro
tedio,negativo,neutro
repleto,neutro,disgusto
adolescentes,negativo,neutro
dientes,neutro,neutro
teflón,neutro,neutro
telegrama,neutro,neutro
telégrafo,neutro,neutro
teléfono,neutro,neutro
telescopio,neutro,neutro
telescópico,neutro,neutro
televisión,neutro,neutro
cajero,neutro,neutro
narración,neutro,neutro
indicador,neutro,neutro
temperamento,neutro,neutro
pintura al temple,neutro,neutro
temperamento,neutro,neutro
templanza,positivo,neutro
templado,neutro,confianza
la temperatura,neutro,neutro
templado,positivo,neutro
tempestad,negativo,enfado
templo,neutro,neutro
temporal,neutro,neutro
temporalmente,neutro,neutro
temporario,neutro,neutro
tentar,neutro,neutro
tentación,negativo,neutro
tentador,neutro,neutro
